id,plate,origin,destiny,departure,arriving,status,departure gate,take off track,arriving gate,landing track,pilot,copilot, attendants
LH101,D356,Hamburgo - GERMANY,Ciudad de Mexico - MEXICO,180724_1845_Europe/Berlin,180725_0252_America/Mexico_City,in transit,C21,3,B17,2,US3393,SW7077,CR2520;ME4615;JA6516
IB204,G145,Madrid - SPAIN,Ciudad de Mexico - MEXICO,180721_0257_Europe/Madrid,180721_1012_America/Mexico_City,landing,A2,2,D23,1,ME4956,ME2134,US6674;ME2484;SW2005;US3098;ME7379;ME2908;ME9779
AI319,XA308,Ciudad de Mexico - MEXICO,Calcuta - INDIA,180702_0339_America/Mexico_City,180703_0746_Asia/Kolkata,boarding,E2,2,D28,1,CH1309,IR6253,US3040;US9844;FR1606;ME6833
AC368,D475,Quebec - CANADA,Ciudad de Mexico - MEXICO,180703_0341_America/Toronto,180703_1159_America/Mexico_City,in transit,C23,2,B8,2,US3393,ME3972,GR2431;ME8544;US4791;ME3637;US8365;CR2520;JA6281
NH322,N226,Ciudad de Mexico - MEXICO,Tokio - JAPAN,180701_2248_America/Mexico_City,180703_1025_Asia/Tokyo,waiting,E23,3,A25,1,SW7077,ME3512,ME7541;ME5413;UK1392;ME7800;ME4567;ME8824;UK1615
AC469,XA313,Ciudad de Mexico - MEXICO,Ontario - CANADA,180708_0022_America/Mexico_City,180708_1059_America/Toronto,landing,E22,3,C2,1,US5957,ME5948,ME3698;ME8984;US8779;ME9656;CH4164
IN380,N372,Vallarta - MEXICO,Ciudad de Mexico - MEXICO,180705_0755_America/Mexico_City,180705_0955_America/Mexico_City,boarded,D13,3,E29,1,ME5933,SP6320,US6238;ME6526;SW3630
VI462,XA422,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180707_0511_America/Mexico_City,180707_0711_America/Mexico_City,waiting,E3,2,E29,2,JA2936,ME2104,SP8968;US8738;US1156;FR2118;IN8413;ME2484
IN409,XA312,Ciudad de Mexico - MEXICO,Vallarta - MEXICO,180722_0718_America/Mexico_City,180722_0918_America/Mexico_City,in transit,B17,1,B15,1,CH8982,US7728,ME5406;IT9890;ME9164;UK4405;ME8629
AM414,VH117,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180718_1804_America/Mexico_City,180718_2004_America/Mexico_City,landed,D5,3,E7,2,ME5287,ME5620,US6422;CR5549;ME8629;US3285
DL110,XA283,Ciudad de Mexico - MEXICO,Los Angeles - USA,180713_0357_America/Mexico_City,180713_1134_America/New_York,landing,E25,2,A17,3,SW5931,JA4126,JA9697;CH2636;SW1036
AC295,CF-468,Ontario - CANADA,Ciudad de Mexico - MEXICO,180701_1045_America/Toronto,180701_1903_America/Mexico_City,waiting,C15,3,B13,1,ME9033,JA7771,ME9543;ME1055;ME3926;ME3468;CH1431
VO193,N412,La Paz - MEXICO,Ciudad de Mexico - MEXICO,180711_1616_America/Mexico_City,180711_1816_America/Mexico_City,landing,D13,3,A19,3,ME8866,US2713,ME4798;US6309;US3098;ME7721;CO3491;ME6833
VO232,JA120,Ciudad de Mexico - MEXICO,Monterrey - MEXICO,180709_1427_America/Mexico_City,180709_1627_America/Mexico_City,landed,C11,1,C4,1,ME9631,ME2796,GR3572;ME9800;US6727
DL418,CF-418,Los Angeles - USA,Ciudad de Mexico - MEXICO,180708_1338_America/New_York,180708_1834_America/Mexico_City,boarded,D17,2,E17,1,US4980,JA4567,ME9543;JA1526;SW3572;ME1289;ME1664
LH345,D219,Berlin - GERMANY,Ciudad de Mexico - MEXICO,180720_2259_Europe/Berlin,180721_0706_America/Mexico_City,landed,B16,1,C22,2,ME6866,ME4423,UK1423;ME4567;ME9914;IT7682;US4359
UA215,D204,Washington - USA,Ciudad de Mexico - MEXICO,180719_0350_America/New_York,180719_0846_America/Mexico_City,boarding,A26,3,D20,3,ME1014,JA9538,ME8184;ME3698;ME7334;ME4615;ME2662;ME1321
AA359,HB423,Nueva York - USA,Ciudad de Mexico - MEXICO,180719_1142_America/New_York,180719_1638_America/Mexico_City,landed,E23,1,D9,1,UK9702,IT1455,ME1967;ME9164;ME8010
DL375,D204,Ciudad de Mexico - MEXICO,San Francisco - USA,180711_2140_America/Mexico_City,180712_0517_America/New_York,landed,E13,3,D22,3,US1497,UK5409,US9912;UK2281;ME7744
LH218,VH155,Ciudad de Mexico - MEXICO,Berlin - GERMANY,180715_2311_America/Mexico_City,180716_2148_Europe/Berlin,waiting,B18,1,C10,2,ME6083,ME3666,GR6764;US9844;SP4490;IN7458;ME9285;ME8619
LH343,CF-144,Munich - GERMANY,Ciudad de Mexico - MEXICO,180724_1135_Europe/Berlin,180724_1942_America/Mexico_City,in transit,B11,3,E7,1,ME6238,IT9937,US7899;JA5178;SW2005
UA280,N373,Ciudad de Mexico - MEXICO,Washington - USA,180715_0336_America/Mexico_City,180715_1113_America/New_York,landing,B13,2,C4,2,ME9776,JA9633,US9513;ME8461;ME2662
LH204,EC457,Berlin - GERMANY,Ciudad de Mexico - MEXICO,180703_1416_Europe/Berlin,180703_2223_America/Mexico_City,boarding,A29,3,A26,1,FR4032,SW4171,ME1582;SP2315;US1399;ME4054;ME8385
UA445,HB456,Ciudad de Mexico - MEXICO,Washington - USA,180705_2015_America/Mexico_City,180706_0352_America/New_York,landed,D27,1,A27,1,ME6507,IN9226,UK7830;US3040;ME6320;US7264;ME5133;ME7567;ME9173
LX381,F195,Ciudad de Mexico - MEXICO,Ginebra - SWITZERLAND,180712_1812_America/Mexico_City,180713_1649_Europe/Zurich,landing,E29,3,C10,3,US1005,US3636,ME7915;US6788;US4229;US8782;CH5147;ME9511
IN381,G360,Vallarta - MEXICO,Ciudad de Mexico - MEXICO,180726_1523_America/Mexico_City,180726_1723_America/Mexico_City,waiting,B2,3,E26,3,CH8543,ME5837,CH8297;US8453;ME3628
LH354,CF-189,Berlin - GERMANY,Ciudad de Mexico - MEXICO,180726_0344_Europe/Berlin,180726_1151_America/Mexico_City,boarded,B16,2,A11,3,US9848,US9769,JA5508;GR4560;IN1759;UK1278
AA196,XA209,Nueva York - USA,Ciudad de Mexico - MEXICO,180701_2020_America/New_York,180702_0116_America/Mexico_City,landed,D1,2,D6,2,JA2936,CH5614,ME2393;UK5639;JA3944;ME8287
LH419,D139,Berlin - GERMANY,Ciudad de Mexico - MEXICO,180722_0142_Europe/Berlin,180722_0949_America/Mexico_City,landed,B15,2,A10,1,ME8683,US9289,UK1392;Me3262;ME2285;SW5354
AZ334,XA136,Roma - ITALY,Ciudad de Mexico - MEXICO,180710_1453_Europe/Rome,180710_2203_America/Mexico_City,landed,D9,2,A18,2,ME8915,US7361,US3923;FR7937;ME1148;SW1598
AC491,VH481,Ciudad de Mexico - MEXICO,Toronto - CANADA,180712_2158_America/Mexico_City,180713_0835_America/Toronto,in transit,C2,1,C9,1,US5788,JA6088,US6309;SW2429;US6694;ME4261;CH1431;FR7937;ME7815
IN373,D306,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180705_1102_America/Mexico_City,180705_1302_America/Mexico_City,boarded,B27,2,B28,3,FR3387,ME4956,US1782;ME9656;ME9873;US3071;ME3391
AC452,G438,Ciudad de Mexico - MEXICO,Ontario - CANADA,180705_1540_America/Mexico_City,180706_0217_America/Toronto,landing,B4,2,B19,3,SW1622,IR6253,ME8292;JA1247;ME6803;SP4359;FR2375;ME3874
LX123,XA230,Ciudad de Mexico - MEXICO,Ginebra - SWITZERLAND,180721_0058_America/Mexico_City,180721_2335_Europe/Zurich,landed,B22,1,D4,2,US6684,UK6287,GR9429;ME9779;ME3854;US5213;UK1615;IT4625
UA302,XA400,Dallas - USA,Ciudad de Mexico - MEXICO,180709_1745_America/New_York,180709_2241_America/Mexico_City,waiting,C14,3,D7,1,ME7075,US3738,UK5639;US9513;UK6967;US6788
AI153,XA269,Calcuta - INDIA,Ciudad de Mexico - MEXICO,180715_0035_Asia/Kolkata,180715_0542_America/Mexico_City,boarding,A7,3,A8,1,UK2982,ME6940,US3071;JA9465;ME4054;SW5158;ME3492
LX353,XA312,Ginebra - SWITZERLAND,Ciudad de Mexico - MEXICO,180711_0251_Europe/Zurich,180711_1117_America/Mexico_City,boarded,E13,1,A3,2,ME5929,ME6238,IN5981;ME4873;ME1933;IT5795;JA9697;ME1938
DL124,XA309,Ciudad de Mexico - MEXICO,San Francisco - USA,180708_0246_America/Mexico_City,180708_1023_America/New_York,waiting,B17,1,D12,1,ME8079,ME3652,ME6038;US8274;ME3785;ME3637;IT7768
IB429,CF-345,Ciudad de Mexico - MEXICO,Barcelona - SPAIN,180713_2147_America/Mexico_City,180714_1824_Europe/Madrid,landed,B12,1,C4,3,ME2435,JA2884,ME9849;ME8668;ME2393;ME9800;ME4613;ME7580
BA500,D204,Ciudad de Mexico - MEXICO,Manchester - UK,180712_1606_America/Mexico_City,180713_1143_Europe/London,landed,A13,2,C8,1,CH1774,US1144,ME2141;ME7416;SW3630;ME6526;SW5158;US3000;US4611
AC497,JA368,Quebec - CANADA,Ciudad de Mexico - MEXICO,180726_1143_America/Toronto,180726_2001_America/Mexico_City,in transit,A2,1,A2,3,US2889,ME3724,ME2818;ME7567;US1477;US3000;ME2485;US7264
IN406,XA411,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180707_1713_America/Mexico_City,180707_1913_America/Mexico_City,in transit,E25,3,A21,1,US1728,UK9223,CH8793;ME5413;FR3671;US6333;ME2392;UK1392
AC250,I291,Toronto - CANADA,Ciudad de Mexico - MEXICO,180708_1601_America/Toronto,180709_0019_America/Mexico_City,boarded,C23,1,C18,2,ME5780,US7078,US4212;GR8036;ME1961;ME5494;CH4642
VO225,JA316,Ciudad de Mexico - MEXICO,Guadalajara - MEXICO,180728_2030_America/Mexico_City,180728_2230_America/Mexico_City,boarding,C18,2,E21,2,ME8522,JA6660,ME2485;ME4319;ME7619;JA4696;Me6629;SP4490
IN273,XA235,Vallarta - MEXICO,Ciudad de Mexico - MEXICO,180716_1032_America/Mexico_City,180716_1232_America/Mexico_City,landing,D11,2,C23,2,ME7226,CH6131,ME7981;IN8413;US4635;ME4102;CR5549;US1500;CH4837
LH364,XA485,Ciudad de Mexico - MEXICO,Berlin - GERMANY,180709_2125_America/Mexico_City,180710_2002_Europe/Berlin,boarded,B7,2,D15,2,ME3882,ME8087,US6309;SW3572;US5030;ME8984
IB315,XA481,Ciudad de Mexico - MEXICO,Barcelona - SPAIN,180701_0903_America/Mexico_City,180702_0540_Europe/Madrid,in transit,C19,3,B7,2,UK9976,US1795,US5462;ME5405;ME9873;ME7587;ME9318
BA323,I485,Londres - UK,Ciudad de Mexico - MEXICO,180708_0848_Europe/London,180708_1549_America/Mexico_City,in transit,E24,2,C5,1,JA9538,GR7671,ME3785;ME4683;ME6595;ME6902;US8865
IN436,XA188,Ciudad de Mexico - MEXICO,Tijuana - MEXICO,180722_1018_America/Mexico_City,180722_1218_America/Mexico_City,boarded,C20,1,D11,2,FR3507,ME8549,IR5966;UK2888;ME2393;US4894;ME9159;SW5979;ME8287
LX337,XA175,Ciudad de Mexico - MEXICO,Zurich - SWITZERLAND,180716_0548_America/Mexico_City,180717_0425_Europe/Zurich,landing,C26,3,D25,3,US3167,US4986,GR8036;ME8461;IT4031;ME3700;ME6902
AZ312,N374,Roma - ITALY,Ciudad de Mexico - MEXICO,180716_0306_Europe/Rome,180716_1016_America/Mexico_City,landing,C8,1,A27,1,ME9062,FR9348,ME5539;ME9849;ME3637;CH8297;ME7815;US2928
OS369,N207,Sidney - AUSTRALIA,Ciudad de Mexico - MEXICO,180718_0551_Australia/Sydney,180718_1446_America/Mexico_City,waiting,B20,1,D25,1,IT3783,ME1671,FR1606;US2714;CH5147;US9259;ME9965;SW3711;IT5622
IB206,D475,Ciudad de Mexico - MEXICO,Barcelona - SPAIN,180726_2039_America/Mexico_City,180727_1716_Europe/Madrid,landed,A16,2,B17,2,SW5211,ME8079,ME5774;ME8862;ME8646;US5915;US8265;US3285;SW6712
NH135,JA255,Ciudad de Mexico - MEXICO,Tokio - JAPAN,180725_1837_America/Mexico_City,180727_0614_Asia/Tokyo,boarded,D17,1,D4,2,ME6466,ME9062,US5213;CH4642;ME8461
LX198,VT285,Ginebra - SWITZERLAND,Ciudad de Mexico - MEXICO,180714_2109_Europe/Zurich,180715_0535_America/Mexico_City,landing,C18,1,A23,1,ME3054,ME7509,ME8581;ME4319;US7032;JA7918;ME4102;ME8862;US1399
AM126,CF-453,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180711_0218_America/Mexico_City,180711_0418_America/Mexico_City,boarded,D25,1,B24,2,US2547,US6606,JA3160;CH4642;IT2179;JA4141;ME3785
IN204,XA455,Tijuana - MEXICO,Ciudad de Mexico - MEXICO,180719_1405_America/Mexico_City,180719_1605_America/Mexico_City,boarded,B5,2,C17,2,ME7202,ME1559,ME3351;SW5158;JA6416;ME9463
IN491,XA400,Tijuana - MEXICO,Ciudad de Mexico - MEXICO,180718_1857_America/Mexico_City,180718_2057_America/Mexico_City,waiting,D16,1,C9,3,ME2030,US2683,JA6985;JA8788;SW3630;US7670;UK4405
AC282,XA438,Ontario - CANADA,Ciudad de Mexico - MEXICO,180722_1028_America/Toronto,180722_1846_America/Mexico_City,boarding,C26,3,B27,2,UK2023,JA6744,ME9543;JA1526;SW5979;ME8581;GR4037
IN141,XA490,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180723_0757_America/Mexico_City,180723_0957_America/Mexico_City,boarding,B1,2,E4,2,ME3972,ME6125,SW3630;ME8938;ME7981;ME6038;GR8036;ME9285
LX459,XA198,Zurich - SWITZERLAND,Ciudad de Mexico - MEXICO,180719_1618_Europe/Zurich,180720_0044_America/Mexico_City,boarded,D1,3,A3,3,ME9469,SP6320,JA8826;US7202;ME8668
IB323,HB438,Ciudad de Mexico - MEXICO,Madrid - SPAIN,180722_1830_America/Mexico_City,180723_1507_Europe/Madrid,boarded,B8,2,E5,3,SW7077,IR9439,ME1961;IT9890;IT6799;JA9395
UA349,N280,Dallas - USA,Ciudad de Mexico - MEXICO,180710_1715_America/New_York,180710_2211_America/Mexico_City,landed,D9,1,C14,2,US6825,US3738,ME2776;SW5979;SW5354;US1214
AC392,N139,Ciudad de Mexico - MEXICO,Toronto - CANADA,180701_0600_America/Mexico_City,180701_1637_America/Toronto,waiting,B20,3,B26,2,US4629,US9738,SP6470;ME6655;ME1504;US3000;ME1321;ME3874
AC391,CF-250,Quebec - CANADA,Ciudad de Mexico - MEXICO,180719_1517_America/Toronto,180719_2335_America/Mexico_City,in transit,B10,3,E13,2,ME6539,IR2008,ME8469;ME6595;ME7815;Me9521;US8453
VI257,CF-113,Guadalajara - MEXICO,Ciudad de Mexico - MEXICO,180704_0519_America/Mexico_City,180704_0719_America/Mexico_City,boarding,C9,1,E5,1,JA7703,US8981,US8453;GR2431;GR6531
VO352,F311,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,180704_0448_America/Mexico_City,180704_0648_America/Mexico_City,boarding,C10,3,D1,1,ME4625,ME7946,ME8938;ME7915;CH8793;US7716;US1214
MA183,N206,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180724_2218_America/Mexico_City,180725_0018_America/Mexico_City,waiting,E8,2,C28,3,ME7202,US6014,US1500;JA5508;ME1202;IT4057;CO3491;ME2217
UA165,XA455,Ciudad de Mexico - MEXICO,Dallas - USA,180718_0616_America/Mexico_City,180718_1353_America/New_York,landed,C8,3,E19,2,ME2218,IT9937,IT8473;US6422;ME5133;UK5344;JA9807;ME3468;ME8192
OS176,CF-189,Ciudad de Mexico - MEXICO,Sidney - AUSTRALIA,180709_0857_America/Mexico_City,180711_0134_Australia/Sydney,in transit,A13,1,A28,2,ME6293,US2889,US9513;US2508;JA7918;ME6526;IT2263
LX357,XA330,Zurich - SWITZERLAND,Ciudad de Mexico - MEXICO,180722_0332_Europe/Zurich,180722_1158_America/Mexico_City,landed,A15,1,C17,2,ME7287,ME8866,ME3031;ME4567;US7362;CH7834
IN386,N226,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,180727_1259_America/Mexico_City,180727_1459_America/Mexico_City,boarding,E27,2,A19,1,ME5837,ME6860,ME5600;US4359;ME4683;ME7541;IT6799
AC389,XA303,Ciudad de Mexico - MEXICO,Toronto - CANADA,180718_1049_America/Mexico_City,180718_2126_America/Toronto,boarding,E1,1,C29,1,US2400,ME8383,ME1119;IT8473;US2551
IN366,XA123,Ciudad de Mexico - MEXICO,Vallarta - MEXICO,180714_1405_America/Mexico_City,180714_1605_America/Mexico_City,landed,B29,1,D19,3,ME6184,GR8397,ME3891;SW1598;ME9779;JA3824;ME7981
LH281,XA469,Berlin - GERMANY,Ciudad de Mexico - MEXICO,180720_1956_Europe/Berlin,180721_0403_America/Mexico_City,boarded,E1,3,B3,1,ME4842,ME5179,IT8473;US6333;ME2052
BA462,I478,Manchester - UK,Ciudad de Mexico - MEXICO,180711_1213_Europe/London,180711_1914_America/Mexico_City,landing,D5,3,A3,3,JA9132,US3407,ME8581;ME9849;JA3006
AF402,D219,Paris - FRANCE,Ciudad de Mexico - MEXICO,180721_1815_Europe/Paris,180722_0206_America/Mexico_City,boarding,D21,3,A2,3,IT6393,SW1481,CH2320;US3285;ME8010;JA1526;ME6526;FR9643;ME2830
IN126,N256,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,180720_0443_America/Mexico_City,180720_0643_America/Mexico_City,in transit,A12,2,E24,3,ME2144,ME2224,US5653;ME6595;ME3514;ME5974;US8265;CO3491
DL154,XA422,San Francisco - USA,Ciudad de Mexico - MEXICO,180724_0341_America/New_York,180724_0837_America/Mexico_City,landing,C17,1,E25,2,JA6744,US1009,ME8010;IT7768;ME2232;ME8292;ME3045;ME7915;GR2504
AZ174,JA316,Roma - ITALY,Ciudad de Mexico - MEXICO,180706_1743_Europe/Rome,180707_0053_America/Mexico_City,in transit,D20,2,C21,3,ME5736,UK6287,US6333;IT9637;ME7800
AA384,F114,Ciudad de Mexico - MEXICO,Nueva York - USA,180726_1900_America/Mexico_City,180727_0237_America/New_York,boarded,C6,2,A14,3,US9199,ME2218,ME2908;US1399;ME8423;US8368;UK6967;IR9986;ME5405
AI223,CF-329,Calcuta - INDIA,Ciudad de Mexico - MEXICO,180725_2106_Asia/Kolkata,180726_0213_America/Mexico_City,landed,C21,1,C1,1,ME8696,ME2913,US2508;ME3351;US5649
IN328,XA239,Ciudad de Mexico - MEXICO,Vallarta - MEXICO,180723_0521_America/Mexico_City,180723_0721_America/Mexico_City,landed,D6,3,B9,1,ME5736,ME8383,IT9637;US2928;SW2429
AF188,XA283,Paris - FRANCE,Ciudad de Mexico - MEXICO,180715_0537_Europe/Paris,180715_1328_America/Mexico_City,landing,C4,2,C6,3,ME7592,IR2777,CH2320;ME8668;ME9543
AC302,CF-206,Toronto - CANADA,Ciudad de Mexico - MEXICO,180725_0651_America/Toronto,180725_1509_America/Mexico_City,boarded,E8,1,C14,1,UK1994,GR3402,ME8010;IT9637;ME3003;ME8385;ME8159;JA3824
VO468,HB201,Ciudad de Mexico - MEXICO,La Paz - MEXICO,180724_0459_America/Mexico_City,180724_0659_America/Mexico_City,waiting,D29,1,A28,1,IT5846,IT1355,ME3286;ME7744;SP2315;US6788;ME9164;GR2504
IB157,VH260,Ciudad de Mexico - MEXICO,Barcelona - SPAIN,180704_0004_America/Mexico_City,180704_2041_Europe/Madrid,landed,E7,1,C20,1,ME4965,ME3172,JA9807;CH8297;US7651;ME6803;ME5413
AF345,VH481,Ciudad de Mexico - MEXICO,Paris - FRANCE,180725_0437_America/Mexico_City,180726_0214_Europe/Paris,boarded,A20,3,C7,3,ME4570,UK2743,ME9510;UK7830;ME5605;US7224;ME9463;ME4613
LH431,VH289,Hamburgo - GERMANY,Ciudad de Mexico - MEXICO,180715_1324_Europe/Berlin,180715_2131_America/Mexico_City,landing,E20,2,E7,2,FR4032,US4980,GR8941;FR9643;UK3139;ME5494;ME1018
AZ450,N374,Ciudad de Mexico - MEXICO,Roma - ITALY,180724_1336_America/Mexico_City,180725_1113_Europe/Rome,landing,E14,1,E24,1,ME9010,US4980,FR1606;ME1938;ME9159;US8865;ME5290
BA317,XA145,Ciudad de Mexico - MEXICO,Londres - UK,180728_1657_America/Mexico_City,180729_1234_Europe/London,landed,A17,2,E28,1,ME2109,ME1503,ME9729;FR9404;ME6111;UK4136;US4229;US7224;SP1127
IB228,F405,Madrid - SPAIN,Ciudad de Mexico - MEXICO,180705_1855_Europe/Madrid,180706_0210_America/Mexico_City,boarded,B8,1,A9,2,SP2582,US2683,US7370;US3435;ME4873;SP4490;ME5824;SW5563;US9912
UA449,N475,Washington - USA,Ciudad de Mexico - MEXICO,180705_0127_America/New_York,180705_0623_America/Mexico_City,landed,B13,1,D29,1,JA9302,IT4188,JA2862;ME5739;US1156;US9912;JA1247;ME9163;ME5580
LX232,N342,Ciudad de Mexico - MEXICO,Ginebra - SWITZERLAND,180709_1844_America/Mexico_City,180710_1721_Europe/Zurich,landing,C28,1,C16,2,ME5179,GR1339,ME6595;ME7313;JA1526;US8265;ME8469;JA6516
OS470,JA496,Sidney - AUSTRALIA,Ciudad de Mexico - MEXICO,180725_1650_Australia/Sydney,180726_0145_America/Mexico_City,in transit,A14,2,D10,1,ME9934,ME2660,ME9800;ME1062;US3435;JA9807;ME2681;ME7800
LH202,D409,Ciudad de Mexico - MEXICO,Munich - GERMANY,180721_1941_America/Mexico_City,180722_1818_Europe/Berlin,in transit,D15,2,C23,1,ME6406,JA3828,ME2273;ME1062;ME2141;US2508;FR1606;CH8092;Me6629
NH437,N372,Tokio - JAPAN,Ciudad de Mexico - MEXICO,180725_2316_Asia/Tokyo,180726_0457_America/Mexico_City,landed,C26,2,B13,3,ME7287,US1112,GR3572;ME9543;SW1036;US9128
LX482,N440,Zurich - SWITZERLAND,Ciudad de Mexico - MEXICO,180710_2306_Europe/Zurich,180711_0732_America/Mexico_City,waiting,E1,2,A10,2,ME7850,ME1522,ME9800;ME5792;ME3351
IN446,XA463,Tijuana - MEXICO,Ciudad de Mexico - MEXICO,180721_0816_America/Mexico_City,180721_1016_America/Mexico_City,waiting,A13,2,E6,2,CH1309,UK7109,SP2261;JA7621;ME5405;ME2348;IT4031
AC338,XA225,Ciudad de Mexico - MEXICO,Toronto - CANADA,180721_1501_America/Mexico_City,180722_0138_America/Toronto,boarded,C6,1,A19,3,US3480,US1497,ME2393;ME8862;US8368;UK2888;CH4736;UK4405;JA5508
VO340,JA316,Ciudad de Mexico - MEXICO,La Paz - MEXICO,180720_1928_America/Mexico_City,180720_2128_America/Mexico_City,landing,A28,2,E25,3,GR5402,ME8740,ME5605;JA1526;ME7334;US1815
IN209,XA476,Vallarta - MEXICO,Ciudad de Mexico - MEXICO,180708_2036_America/Mexico_City,180708_2236_America/Mexico_City,boarded,A11,3,B17,1,IR8601,US7078,IT8473;ME3926;ME3492;US1815
AA476,EC417,Ciudad de Mexico - MEXICO,Nueva York - USA,180718_1714_America/Mexico_City,180719_0051_America/New_York,boarding,A10,1,B28,1,JA6744,ME3330,CH4642;US2945;ME8184
IN221,XA206,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180710_1825_America/Mexico_City,180710_2025_America/Mexico_City,in transit,A26,1,C12,3,ME1329,ME5239,UK1278;ME8192;ME4993
IN339,XA188,Vallarta - MEXICO,Ciudad de Mexico - MEXICO,180716_1152_America/Mexico_City,180716_1352_America/Mexico_City,boarded,E17,2,C1,3,ME8508,ME2218,IR9750;ME3468;US9226;ME2141;ME8139
AC454,XA409,Ciudad de Mexico - MEXICO,Quebec - CANADA,180725_1359_America/Mexico_City,180726_0036_America/Toronto,boarding,A3,3,A16,1,IR6253,CH8982,SW1598;UK6967;ME5245;ME7334
UA442,N137,Ciudad de Mexico - MEXICO,Dallas - USA,180810_0707_America/Mexico_City,180810_1444_America/New_York,landing,C23,2,B25,1,ME8079,ME6539,US3071;IT5795;ME6222;JA8826;US1004;SW3711;CH2320
AA284,XA345,Ciudad de Mexico - MEXICO,Nueva York - USA,180825_0203_America/Mexico_City,180825_0940_America/New_York,boarded,B1,1,D19,1,US7734,US3480,US8141;SP1127;ME2348;GR9342;ME1800;JA8826
AE303,XA446,Los Cabos - MEXICO,Ciudad de Mexico - MEXICO,180810_0233_America/Mexico_City,180810_0433_America/Mexico_City,landing,A24,3,D19,1,ME8568,UK4470,SW5563;ME3637;ME9164
AZ358,N168,Roma - ITALY,Ciudad de Mexico - MEXICO,180823_1342_Europe/Rome,180823_2052_America/Mexico_City,boarding,C12,2,E23,3,US1005,SW7077,ME8469;ME1202;ME9164;US7716;SW5158;US3923
OS378,HB353,Ciudad de Mexico - MEXICO,Sidney - AUSTRALIA,180808_2056_America/Mexico_City,180810_1333_Australia/Sydney,boarded,A21,3,A3,2,US7728,ME1516,US5030;SW2429;ME2052
AI422,VH431,Calcuta - INDIA,Ciudad de Mexico - MEXICO,180820_0503_Asia/Kolkata,180820_1010_America/Mexico_City,in transit,B2,3,B4,1,ME9944,SP9476,JA1247;IT7682;ME1800;US7202
AC485,XA442,Ciudad de Mexico - MEXICO,Quebec - CANADA,180819_1554_America/Mexico_City,180820_0231_America/Toronto,landed,B8,1,C11,1,US5459,ME1683,Me9521;ME9538;ME3186;IT4057;UK6967
LX215,F311,Zurich - SWITZERLAND,Ciudad de Mexico - MEXICO,180824_0201_Europe/Zurich,180824_1027_America/Mexico_City,landing,A9,3,C26,2,ME2224,US2628,ME4821;GR8941;ME4706;ME1055;US1004
IB241,XA186,Madrid - SPAIN,Ciudad de Mexico - MEXICO,180806_1520_Europe/Madrid,180806_2235_America/Mexico_City,landed,B2,3,C13,1,ME5016,US1795,US9082;US8782;ME7416;SW3729;IN5981;CH2791;IT4625
LX381,D475,Ciudad de Mexico - MEXICO,Zurich - SWITZERLAND,180812_2134_America/Mexico_City,180813_2011_Europe/Zurich,landing,C20,2,C19,1,ME7889,JA8623,ME5071;SW6712;ME7541;SP8968;ME2818;US9912
MA163,CF-128,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180809_1740_America/Mexico_City,180809_1940_America/Mexico_City,waiting,B24,1,A13,2,JA3828,ME2997,JA7621;US4513;CH4164;ME3003;US3285;US8738
IN182,XA296,Vallarta - MEXICO,Ciudad de Mexico - MEXICO,180828_2346_America/Mexico_City,180829_0146_America/Mexico_City,boarding,B20,1,B7,2,US4604,ME3724,US8453;ME1933;UK5344;ME8159;SP2678;ME8500
NH121,XA467,Ciudad de Mexico - MEXICO,Tokio - JAPAN,180823_1037_America/Mexico_City,180824_2214_Asia/Tokyo,boarded,A12,2,B17,2,FR4713,CH6821,US2589;ME8824;ME4035;SP2315;UK1615
AZ226,D356,Roma - ITALY,Ciudad de Mexico - MEXICO,180804_0505_Europe/Rome,180804_1215_America/Mexico_City,landed,B24,3,B27,3,US7734,ME8190,SW6712;US7001;US9912;IN8413
MA350,HB344,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180826_1140_America/Mexico_City,180826_1340_America/Mexico_City,in transit,B12,2,B28,2,ME1522,CH1774,CH1431;ME4798;CH7834
VO286,XA107,Ciudad de Mexico - MEXICO,Guadalajara - MEXICO,180822_1817_America/Mexico_City,180822_2017_America/Mexico_City,landing,B26,1,E18,2,CH3284,ME1188,SW5354;ME2232;US7362;ME8010
VO197,D198,Ciudad de Mexico - MEXICO,Monterrey - MEXICO,180802_1149_America/Mexico_City,180802_1349_America/Mexico_City,landed,D1,1,B21,2,UK6287,Me6579,ME8287;US9226;CH2636;ME8862;ME9204;ME1582;US7432
IN221,XA422,Ciudad de Mexico - MEXICO,Vallarta - MEXICO,180819_2000_America/Mexico_City,180819_2200_America/Mexico_City,waiting,B18,2,D3,1,ME2660,US7838,US7224;CR5549;CH1431;US3171;ME1202
